Entidad,"Tasa de Rendimiento Efectivo Anual (TREA)
(%)",DEPARTAMENTO,TIPO_DE_PRODUCTO,PRODUCTO,CONDICION,FECHA,TREA Mínima S/,TREA Máxima S/,TREA Mínima US$,TREA Máxima US$,"Tasa de Rendimiento
Efectivo Anual
(TREA) (%)",Tasa de Rendimiento Efectivo Anual (TREA) (%)
CMAC PAITA,0.25,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC MAYNAS,0.25,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC AREQUIPA,0.25,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
MIBANCO,0.25,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
INTERBANK,0.2,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANCO DE CREDITO,0.1,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC CUSCO,0.01,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC PIURA,-1.03,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC PAITA,0.3,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC MAYNAS,0.25,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC PIURA,0.15,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC AREQUIPA,0.15,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC TRUJILLO,0.1,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC HUANCAYO,0.1,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CRAC LOS ANDES,0.08,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
FINANCIERA CONFIANZA,0.01,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANCO DE CREDITO,0,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BBVA,0,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
MIBANCO,0,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
MIBANCO,1,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC PAITA,0.75,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC MAYNAS,0.5,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC AREQUIPA,0.3,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC CUSCO,0.3,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANCO DE CREDITO,0.25,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC PIURA,-3.79,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
FINANCIERA EFECTIVA,5,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANCO PICHINCHA,4,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CRAC LOS ANDES,2,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC PAITA,1.1,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
FINANCIERA CONFIANZA,0.75,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC TRUJILLO,0.6,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC MAYNAS,0.5,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC PIURA,0.35,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC HUANCAYO,0.3,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC AREQUIPA,0.3,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANCO DE CREDITO,0,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BBVA,0,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
MIBANCO,0,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CRAC LOS ANDES,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,24-06-2025,7,7,0.5,0.5,,
CMAC PIURA,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,24-06-2025,6.5,7,0.9,1,,
FINANCIERA OH,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,24-06-2025,6.5,6.5,0,0,,
CMAC PAITA,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,24-06-2025,6,6,1,1,,
FINANCIERA CONFIANZA,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,24-06-2025,5.5,6,0.01,0.01,,
CMAC TRUJILLO,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,24-06-2025,5.5,7.5,0.25,0.5,,
CMAC MAYNAS,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,24-06-2025,5,6.5,0.3,1,,
CMAC HUANCAYO,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,24-06-2025,5,6,1,1,,
CMAC CUSCO,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,24-06-2025,5,6.5,0.25,0.25,,
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,24-06-2025,4.75,5.75,0.25,0.4,,
MIBANCO,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,24-06-2025,3.75,5.75,1,1.3,,
BBVA,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,24-06-2025,1.1,2.6,0.6,1.1,,
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,24-06-2025,1,3,0.5,1.25,,
CRAC LOS ANDES,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,24-06-2025,,,,,0.5,
CMAC HUANCAYO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,24-06-2025,,,,,0.35,
MIBANCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,24-06-2025,,,,,0.35,
CMAC PAITA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,24-06-2025,,,,,0.3,
CMAC PIURA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,24-06-2025,,,,,0.3,
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,24-06-2025,,,,,0.3,
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,24-06-2025,,,,,0.2,
CMAC MAYNAS,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,24-06-2025,,,,,0.2,
CMAC TRUJILLO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,24-06-2025,,,,,0.11,
FINANCIERA CONFIANZA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,24-06-2025,,,,,0.01,
CMAC CUSCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,24-06-2025,,,,,0.01,
CRAC LOS ANDES,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,24-06-2025,,,,,0.5,
CMAC HUANCAYO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,24-06-2025,,,,,0.4,
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,24-06-2025,,,,,0.35,
MIBANCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,24-06-2025,,,,,0.35,
CMAC PAITA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,24-06-2025,,,,,0.3,
CMAC PIURA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,24-06-2025,,,,,0.3,
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,24-06-2025,,,,,0.25,
CMAC MAYNAS,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,24-06-2025,,,,,0.2,
CMAC TRUJILLO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,24-06-2025,,,,,0.11,
CMAC CUSCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,24-06-2025,,,,,0.1,
FINANCIERA CONFIANZA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,24-06-2025,,,,,0.01,
CRAC LOS ANDES,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.5,
CMCP LIMA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.45,
CMAC HUANCAYO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.35,
MIBANCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.35,
CMAC PAITA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.3,
CMAC PIURA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.3,
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.3,
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.2,
CMAC MAYNAS,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.2,
CMAC TRUJILLO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.11,
FINANCIERA CONFIANZA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.01,
CMAC CUSCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.01,
FINANCIERA EFECTIVA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,5.4,
CRAC LOS ANDES,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,4,
CMAC TRUJILLO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,3.55,
FINANCIERA CONFIANZA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,3.5,
CMAC PAITA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,3.1,
CMAC PIURA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,3,
CMAC HUANCAYO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,2.85,
CMAC CUSCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,2.6,
CMAC MAYNAS,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,1.75,
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,1.7,
MIBANCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,1.15,
BANCO PICHINCHA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,1,
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,0.2,
FINANCIERA EFECTIVA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,5.4
CRAC LOS ANDES,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,4
CMAC TRUJILLO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,3.55
FINANCIERA CONFIANZA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,3.5
CMAC PAITA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,3.1
CMAC PIURA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,3
CMAC HUANCAYO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,2.85
CMAC CUSCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,2.6
CMAC MAYNAS,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,1.75
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,1.7
MIBANCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,1.15
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,0.25
FINANCIERA EFECTIVA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,5.4,
CRAC LOS ANDES,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,4,
FINANCIERA CONFIANZA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,3.5,
CMAC TRUJILLO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,3.2,
CMAC PAITA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,3.1,
CMAC PIURA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,3,
CMAC HUANCAYO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,2.85,
CMAC CUSCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,2.6,
CMAC MAYNAS,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,1.75,
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,1.7,
MIBANCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,1.15,
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,0.2,
FINANCIERA EFECTIVA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,5.4,
CRAC LOS ANDES,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,4,
CMAC TRUJILLO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,3.85,
FINANCIERA CONFIANZA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,3.5,
CMAC PAITA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,3.1,
CMAC PIURA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,3,
CMAC HUANCAYO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,2.95,
CMAC CUSCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,2.6,
CMAC MAYNAS,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,1.75,
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,1.7,
MIBANCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,1.15,
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,0.25,
BANCO FALABELLA,1.5,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC AREQUIPA,0.25,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
MIBANCO,0.25,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANBIF,0.2,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
INTERBANK,0.2,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
SCOTIABANK PERU,0.15,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANCO DE CREDITO,0.1,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC CUSCO,0.01,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
ALFIN BANCO,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
