Entidad,"Tasa de Rendimiento Efectivo Anual (TREA)
(%)",DEPARTAMENTO,TIPO_DE_PRODUCTO,PRODUCTO,CONDICION,FECHA,TREA Mínima S/,TREA Máxima S/,TREA Mínima US$,TREA Máxima US$,"Tasa de Rendimiento
Efectivo Anual
(TREA) (%)",Tasa de Rendimiento Efectivo Anual (TREA) (%)
CMAC MAYNAS,0.25,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC PIURA,0.15,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMCP LIMA,0.15,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC AREQUIPA,0.15,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO RIPLEY,0.1,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC TRUJILLO,0.1,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC HUANCAYO,0.1,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CRAC LOS ANDES,0.08,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
FINANCIERA CONFIANZA,0.01,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
COMPARTAMOS BANCO,0.01,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANBIF,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO DE CREDITO,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BBVA,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO FALABELLA,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BN. SANTANDER CONS.,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
INTERBANK,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
SCOTIABANK PERU,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
MIBANCO,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO RIPLEY,4.8,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO FALABELLA,4,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
MIBANCO,1,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANBIF,0.8,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC MAYNAS,0.5,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
INTERBANK,0.5,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC AREQUIPA,0.3,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC CUSCO,0.3,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO DE CREDITO,0.25,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
SCOTIABANK PERU,0.25,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
ALFIN BANCO,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BN. SANTANDER CONS.,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC PIURA,-3.79,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BBVA,-9.6,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
FINANCIERA EFECTIVA,5,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO PICHINCHA,4,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
COMPARTAMOS BANCO,3.5,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CRAC LOS ANDES,2,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMCP LIMA,1,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
FINANCIERA CONFIANZA,0.75,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC TRUJILLO,0.6,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC MAYNAS,0.5,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC PIURA,0.35,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC HUANCAYO,0.3,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC AREQUIPA,0.3,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO RIPLEY,0.15,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANBIF,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO DE CREDITO,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BBVA,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO FALABELLA,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BN. SANTANDER CONS.,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
INTERBANK,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
SCOTIABANK PERU,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
MIBANCO,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CRAC LOS ANDES,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,7,7,0.5,0.5,,
CMAC PIURA,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,6.5,7,0.9,1,,
FINANCIERA OH,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,6.5,6.5,0,0,,
CMCP LIMA,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,6.3,6.5,1,1,,
CRAC CENCOSUD SCOTIA,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5.75,5.75,0,0,,
FINANCIERA CONFIANZA,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5.5,6,0.01,0.01,,
BN. SANTANDER CONS.,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5.5,5.5,0.8,0.8,,
CMAC TRUJILLO,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5.5,7.5,0.25,0.5,,
COMPARTAMOS BANCO,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5.5,6,0.2,0.2,,
BANCO RIPLEY,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5.25,5.25,1,1,,
CMAC MAYNAS,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5,6.5,0.3,1,,
BANCO FALABELLA,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5,6,1.5,1.75,,
CMAC HUANCAYO,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5,6,1,1,,
CMAC CUSCO,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5,6.5,0.25,0.25,,
CMAC AREQUIPA,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,4.75,5.75,0.25,0.4,,
MIBANCO,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,3.75,5.75,1,1.3,,
BANBIF,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,1.75,5,0.8,3.1,,
BBVA,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,1.1,2.6,0.6,1.1,,
BANCO DE CREDITO,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,1,3,0.5,1.25,,
BANCO PICHINCHA,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,1,1,0.5,0.5,,
SCOTIABANK PERU,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,0.3,2.6,0.15,1.1,,
INTERBANK,,CAJAMARCA,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,0.25,1.5,0.1,0.7,,
BANCO FALABELLA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,2,
BANCO PICHINCHA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,1,
SCOTIABANK PERU,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.95,
BN. SANTANDER CONS.,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.8,
BBVA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.75,
CRAC LOS ANDES,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.5,
CMCP LIMA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.45,
ALFIN BANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.4,
BANBIF,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.4,
CMAC HUANCAYO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.35,
MIBANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.35,
CMAC PIURA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.3,
INTERBANK,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.3,
CMAC AREQUIPA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.3,
BANCO RIPLEY,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.25,
BANCO DE CREDITO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.2,
CMAC MAYNAS,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.2,
CRAC CENCOSUD SCOTIA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.2,
CMAC TRUJILLO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.11,
FINANCIERA CONFIANZA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.01,
CMAC CUSCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.01,
BANCO FALABELLA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,2,
BANCO PICHINCHA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,1,
SCOTIABANK PERU,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.95,
BN. SANTANDER CONS.,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.8,
BBVA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.75,
BANBIF,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.5,
CRAC LOS ANDES,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.5,
CMCP LIMA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.45,
ALFIN BANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.4,
CMAC HUANCAYO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.4,
MIBANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.35,
CMAC AREQUIPA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.35,
CMAC PIURA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.3,
INTERBANK,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.3,
BANCO DE CREDITO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.25,
BANCO RIPLEY,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.25,
CMAC MAYNAS,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.2,
CRAC CENCOSUD SCOTIA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.2,
CMAC TRUJILLO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.11,
CMAC CUSCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.1,
FINANCIERA CONFIANZA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.01,
COMPARTAMOS BANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.01,
BANCO FALABELLA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,2,
BANCO PICHINCHA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,1,
SCOTIABANK PERU,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.95,
BN. SANTANDER CONS.,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.8,
BBVA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.75,
CRAC LOS ANDES,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.5,
CMCP LIMA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.45,
ALFIN BANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.4,
BANBIF,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.4,
CMAC HUANCAYO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.35,
MIBANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.35,
CMAC PIURA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.3,
INTERBANK,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.3,
CMAC AREQUIPA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.3,
BANCO RIPLEY,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.25,
BANCO DE CREDITO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.2,
CMAC MAYNAS,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.2,
CRAC CENCOSUD SCOTIA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.2,
CMAC TRUJILLO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.11,
FINANCIERA CONFIANZA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.01,
CMAC CUSCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.01,
FINANCIERA EFECTIVA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,5.4,
BANCO RIPLEY,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,4.25,
BANCO FALABELLA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,4,
